finding_id,priority,certainty,review_area,title,path,start_line,end_line,evidence,reproduction,recommendation,status,reviewer,verified_by
B174-001,P3,proven,governance,Canoniek EPIC-026-beslisdocument registreert tegelijk pending en approved,docs/planning/EPIC-026-STAKEHOLDER-REVIEW-BRIEF.md,416,450,"De approvalsectie vermeldt op regels 420-422 een stakeholder, datum en gekozen optie A, maar regel 449 eindigt met Pending Stakeholder Approval en alle acties op regels 378-398 blijven unchecked. Ook intern staat frontmatter-status approved op regel 10 tegenover Pending Approval op regel 19. De twee canonieke afhankelijke plannen spreken elkaar eveneens tegen: EPIC-026-PHASE-1-KICKOFF.md:19-23 zegt APPROVED, terwijl PARALLEL-TRACK-COORDINATION.md:19 en :444-446 de beslissing nog pending noemen.",Lees in de immutable blobs de vier statusplaatsen van het review brief en vergelijk daarna de statusregels van het kickoff- en coordination-document. Zonder externe Linear- of stakeholderbron is uit deze drie canonieke documenten niet deterministisch vast te stellen welke beslissing leidend is.,"Leg de beslissing één keer vast met status, optie, bevoegde actor, timestamp en issue/commit-provenance; laat kickoff en coordination die bron genereren of refereren. Verwijder ingevulde templatevelden zolang approval pending is en maak tegenstrijdige canonieke statussen een documentatiegate.",verified,codex-kierkegaard,codex-galileo
B175-001,P2,proven,operational_safety,Ready-for-execution noodrollback herstelt geen gepinde versie en kan de applicatie niet starten,docs/planning/PLAN-B-COMPLETE-SPECIFICATION.md,354,376,"Het Emergency Rollback-blok exporteert de featureflag geldig naar childprocessen in dezelfde shell, maar checkt de bewegende branch `main` uit en pullt de nieuwste toestand in plaats van een bewezen known-good commit. Daarna start het `bash scripts/run_app.sh`, terwijl alleen `scripts/deployment/run_app.sh` bestaat. Het Ready for Execution-document belooft minder dan vijf minuten herstel en geen dataverlies zonder SHA/tag, clean-state-, health- of data-postconditions. Er is geen externe caller; de procedure is dormant maar direct kopieerbaar.","Controleer met `git cat-file -e b958ddb:scripts/run_app.sh` (exit 128) en `git cat-file -e b958ddb:scripts/deployment/run_app.sh` (exit 0). Inspecteer regels 360-372: er staat geen SHA/tag, clean-worktreecheck, persistent configuratie-update of healthcheck vóór de succesclaim. Voer checkout/pull of een echte productie-rollback niet uit.","Gebruik een expliciet geverifieerde known-good tag/SHA of deploymentartifact, preflight branch en clean state, pas de featureflag in de ondersteunde configuratielaag toe, roep de werkende launcher aan en vereis geautomatiseerde health- en dataintegriteitschecks. Oefen de procedure in een disposable checkout en publiceer gemeten rollbackbewijs.",verified,codex-kierkegaard,codex-galileo
B176-001,P2,proven,process_safety,GitHub-setupguide stuurt beheerders naar de verkeerde repository,docs/quick-reference/GITHUB_SETUP_TODO.md,10,39,"Regels 12 en 31 verwijzen naar github.com/ChrisLehnen/Definitie-app, terwijl de immutable origin voor deze repository github.com/Chris-Lehnen-ICT-CONSULTING/Definitie-app-zakelijk is. De tevens genoemde required-checkcontexts zijn grotendeels workflowstappen of onvolledige joblabels; dat deel is al gedekt door B171-003 en wordt hier niet opnieuw geteld. De verkeerde repository-URL blijft een zelfstandig bewezen beheerpaddefect.",Vergelijk regels 12 en 31 rechtstreeks met `git remote get-url origin` op de beoordeelde checkout. De eigenaar en repositoryslug verschillen beide. De externe GitHub-instellingen en branch-protection zijn zonder netwerk niet getest.,Genereer repositorylinks uit één canonieke repository-identiteit en test alle beheerlinks case-sensitive tegen de ingestelde remote. Beheer required checks via één stabiele aggregatiejob zoals aanbevolen in B171-003.,verified,codex-kierkegaard,codex-galileo
B176-002,P3,proven,test_quality,Test-herstelplan lekt Streamlit-globals en bevat een niet-uitvoerbare afhankelijke pytest-fixture,docs/planning/epic-026-test-implementation-guide.md,35,110,"De voorgeschreven contextmanager overschrijft op regels 52-61 `st.session_state` en zes modulefuncties, maar `__exit__` op regels 65-66 herstelt niets; iedere volgende test ziet daardoor de mocks en lege state. Het fixturefragment importeert `st` niet (regels 76-81) en roept op regel 99 de met `@pytest.fixture` gedecoreerde `clean_session_state` direct aan in plaats van dependency injection te gebruiken. Pytest weigert zo'n directe fixture-aanroep. De genoemde utility/fixturebestanden bestaan niet in base en het document heeft geen productiereachability, zodat dit een dormant planfinding is.",Voer de contextmanager met een fake `st` uit en vergelijk `st.markdown` en `st.session_state` vóór en na `with`: de originele waarden zijn niet hersteld. Definieer daarnaast een minimale `@pytest.fixture clean_session_state` en roep die aan zoals regel 99; pytest 8 geeft `Failed: Fixture clean_session_state called directly`. Zonder vooraf geïnjecteerd `st` geeft het documentfragment bovendien `NameError`.,"Gebruik pytest `monkeypatch` of Streamlit AppTest zodat globals automatisch worden hersteld, importeer Streamlit expliciet en maak `session_state_with_context(clean_session_state)` afhankelijk van de fixture in plaats van haar aan te roepen. Voeg een uitvoerbare doctest/zelftest toe voordat dit plan opnieuw als implementatiehandleiding wordt gebruikt.",verified,codex-kierkegaard,codex-galileo
B177-001,P2,proven,functionality,Classifier-cheatsheet roept de async API synchroon aan en verzint een niet-bestaande ServiceAdapter,docs/quick-reference/ontological_classifier_cheatsheet.md,18,251,"De basisflow op regels 28-41, de complete UI-flow vanaf regel 63 en meerdere latere voorbeelden behandelen `classifier.classify(...)` als een direct `ClassificationResult`. In de immutable implementatie is `OntologicalClassifier.classify` op src/services/classification/ontological_classifier.py:121-126 `async def`; batch en validatie op 225 en 260 zijn eveneens async. Een echte aanroep retourneert daarom een coroutine en `result.level` faalt met AttributeError. Regels 208-251 schrijven bovendien `container.service_adapter()` en drie adaptermethoden voor, maar `ServiceContainer` bevat geen `service_adapter` en repositorybreed bestaat deze API niet.","Instantieer op base-identieke code `OntologicalClassifier(object())`, voer `r = c.classify('Overeenkomst')` uit en inspecteer `type(r).__name__` (`coroutine`); `r.level` geeft `AttributeError: coroutine object has no attribute level`. `hasattr(ServiceContainer, 'service_adapter')` is False. De gerichte classifierunit-test slaagt wel (1 passed), wat bevestigt dat de implementatie en niet de runtime zelf defect is.","Maak alle classifier-voorbeelden async en gebruik consequent `await`, of bied één werkelijk ondersteunde sync-bridge aan uitsluitend op de UI-grens. Verwijder de gefabriceerde adaptersectie of implementeer en test die API expliciet. Voeg een executable documentation test toe die de voorbeelden tegen de actuele getypeerde interfaces compileert en uitvoert.",verified,codex-kierkegaard,codex-galileo
B179-001,P2,proven,security,Promptopslagspecificatie stelt volledige PII-bevattende prompts en tracebacks centraal beschikbaar zonder privacycontrols,docs/specifications/DEF-151_GENERATION_PROMPT_STORAGE_SPEC.md,101,177,"De READY FOR IMPLEMENTATION-specificatie kiest expliciet voor opslag van de volledige prompt van 10KB+ (regels 101-104), maakt prompt_full_text verplicht (132-133) en bewaart error_traceback (174-177). De optionele detail-UI toont de volledige prompt (870-872) en een CSV-export staat gepland (1061-1066). De securitysectie erkent dat prompts PII kunnen bevatten, maar schuift redactie door naar Phase 2 (1007-1016) en noemt alleen dezelfde toegangscontrole als definities en cascade-delete. Alle acht benoemde implementatie- en testpaden ontbreken op de base, zodat dit een nog-dormant maar concreet onveilig ontwerpcontract is.","Lees regels 101-177 en 1007-1025 uit blob c6faeb3853c2b6715268dff17e520041089e6fb6. Controleer met git cat-file -e de acht genoemde migration/model/service/repository/UI/testpaden; ieder ontbreekt. Vul conceptueel een context met e-mail/BSN in: volgens het gekozen schema komt die tekst ongeredigeerd in prompt_full_text en mogelijk in traceback, view, UI en export terecht.","Maak dataminimalisatie een must-have vóór implementatie: sla standaard alleen templateversie, gehashte/gestructureerde variabelen en gesaniteerde foutcodes op; redacteer PII vóór persistence; versleutel en autoriseer een eventueel afzonderlijk auditarchief; leg doel, bewaartermijn, inzage/verwijdering en exportbeleid vast; voeg negatieve PII- en autorisatietests toe voordat de migratie mag landen.",verified,codex-hypatia,codex-kierkegaard
B179-002,P3,proven,developer_workflow,Actieve canonieke agentarchitectuur vereist een workflow-router en elf agents die in de huidige omgeving niet bestaan,docs/technisch/agent-workflow-analysis.md,19,48,"Het document beschrijft ~/.claude/agents/workflows/workflows.yaml, drie workflows en elf agents en maakt de router later verplicht. Op de gecontroleerde host bevat ~/.claude/agents alleen README.md, code-simplifier.md en security-reviewer.md. Die externe configuratie heeft echter geen repositorycaller en kan op een andere host bestaan; alleen de hostgebonden stale instructie is bewezen, niet P2-reachability.","Lees regels 19-48 en 317-362 uit blob 43e75f82f158115f70ee484e80278e0627095b57. Voer find ~/.claude/agents -maxdepth 2 -type f uit: alleen README.md en twee agents verschijnen, zonder workflows-directory. Een maintainer kan daardoor het verplichte tweestappenprotocol niet starten.",Markeer deze analyse superseded of lever de workflows als versiebeheerbare Codex/Claude-plugin met een gegenereerde agentinventaris. Laat een documentatiegate alle genoemde agent- en workflow-ID's tegen de werkelijk geïnstalleerde configuratie valideren en bied een werkend fallbackproces wanneer externe agents ontbreken.,verified,codex-hypatia,codex-kierkegaard
B179-003,P3,proven,analysis_integrity,"Canonieke Anders-root-causeanalyse bevat niet-reproduceerbare code-, gebruikers-, prestatie- en aansprakelijkheidsclaims",docs/technisch/ANDERS-OPTION-ROOT-CAUSE-ANALYSIS.md,23,53,"Het definitieve/canonieke, expliciet op v1.0 gerichte document claimt 100% uitval, 0% ASTRA/NORA-compliance en EUR 50K aansprakelijkheid per definitie (23-33), later 17,5x vertraging en 2,8x geheugengebruik (182-190) plus 15 dagelijkse meldingen en vijf bevestigende gebruikers (254-257), maar koppelt geen run, dataset, ticket, logbestand of commit. De aangewezen huidige base-regels src/ui/tabbed_interface.py:641-662 bevatten testknoppen in plaats van de getoonde cleanupcode; het genoemde context_selector.py ontbreekt en de hardcoded waarden zijn niet in de actuele selectorcode aanwezig. Het document blijft vanaf ADR-005 en de implementatieroadmap bereikbaar.","Vergelijk regels 23-53, 182-190 en 238-257 uit blob f906f7819646cb33702f38edb47dc7312f7b8149 met git show b958ddb:src/ui/tabbed_interface.py rond 641-662 en git cat-file -e voor src/ui/components/context_selector.py. Zoek vervolgens de genoemde testwaarden en bewijsartefacten in de immutable tree; de codeverwijzingen reproduceren niet en ondersteunende meetdata ontbreekt.","Label het document prominent als historische, niet-geverifieerde analyse of pin de exacte onderzochte commit. Vervang juridische, gebruikers- en prestatiegetallen door links naar geanonimiseerde meetartefacten met methode en datum; genereer codeverwijzingen tegen die commit en link vanuit huidige ADR's naar de bewezen huidige status.",verified,codex-hypatia,codex-kierkegaard
B179-004,P2,proven,architecture,Promptopslagschema blokkeert zowel pending logs als meerdere generatiepogingen,docs/specifications/DEF-151_GENERATION_PROMPT_STORAGE_SPEC.md,89,126,"De specificatie maakt definitie_id tegelijk NOT NULL en UNIQUE, terwijl create_pending_log() vóór definitieopslag een rij zonder definitie_id invoegt en de zelfde specificatie meerdere generatiepogingen per definitie belooft. De schema- en lifecyclecontracten zijn daardoor onderling onuitvoerbaar.",Voer het gedocumenteerde schema in een in-memory SQLite-database uit: de pending insert faalt met NOT NULL constraint failed. Geef daarna twee pogingen dezelfde definitie_id; de tweede faalt met UNIQUE constraint failed.,"Gebruik een aparte attempt/session-identiteit en een nullable pending foreign key of een afzonderlijke pendingtabel. Maak de overgang naar een definitie atomair en test pending, linking, failure en meerdere pogingen.",verified,codex-hypatia,codex-kierkegaard
B179-005,P2,proven,privacy,Canonieke uploadgids belooft metadata-only logging terwijl productie ruwe bestandsnamen logt,docs/technisch/document_processing.md,1,40,"De canonieke, vanuit README en de actieve uploadflow bereikbare gids zegt dat alleen type, duur, status en lengte worden gelogd. DocumentProcessor logt de ruwe bestandsnaam op de succes-, fout- en evictionpaden, zodat namen dossier- of persoonsinformatie kunnen lekken naar operationele logs.","Verwerk veilig een tijdelijk bestand met naam ALICE-CASE-SECRET.txt en capture de logs. De volledige naam verschijnt in `Document ALICE-CASE-SECRET.txt succesvol verwerkt`, in strijd met het beschreven metadata-only contract.","Log alleen document-ID, type, grootte of een keyed hash; sanitize ook foutdetails en bestandsnamen. Voeg een privacyregressietest toe die gevoelige sentinelbestandsnamen in alle logrecords verbiedt.",verified,codex-hypatia,codex-kierkegaard
B180-001,P2,proven,security,Actieve observabilitygids verklaart validatie AVG/GDPR-compliant terwijl alle vereiste privacy- en securitycontrols openstaan,docs/technisch/validation_observability_privacy.md,1,10,"De gids markeert zichzelf ACTIEF en AVG/GDPR Compliant en zegt dat alle logging en metrics privacy-by-design zijn (regels 1-10). Dezelfde gids laat echter alle vijf AVG-controls en alle vijf securitycontrols onbevestigd, waaronder PIA, encryptie en dashboardtoegang (296-310). Repositorybreed bestaan geen validation_request_total/validation_duration_seconds Prometheusimplementatie en geen gedocumenteerde /metrics, /ready, /live of /debug/trace-routes, hoewel regels 216-268 en 328-343 die als implementatie/endpoints presenteren. Het document wordt door de validation-rollout en errorcatalogus als monitoringreferentie gebruikt.","Lees regels 1-10, 216-268 en 296-343 uit de immutable blob. Voer git grep uit naar validation_request_total, validation_duration_seconds, prometheus_client en de genoemde routes onder src en dependencies; er zijn geen implementatiematches. Observeer bovendien dat alle compliancechecklistitems letterlijk [ ] zijn.","Wijzig de status naar proposed/non-compliant totdat controls aantoonbaar zijn. Implementeer en test gestructureerde redactie, retentie, encryptie, autorisatie en auditlogging voordat compliance wordt geclaimd; genereer endpoint-/metricdocumentatie uit runtime discovery en koppel elk checklistitem aan een eigenaar, test en bewijsdatum.",verified,codex-hypatia,codex-kierkegaard
B180-002,P3,proven,documentation,Geïmplementeerde weighted-synonyms API-documentatie gebruikt een niet-bestaande klasse en methode,docs/technisch/weighted_synonyms.md,103,149,"De als Implemented gemarkeerde API-sectie instrueert gebruikers JuridischeSynoniemlService te construeren en get_best_synonyms(term, threshold) aan te roepen (regels 103-149); dezelfde onjuiste klasse en methode worden verderop herhaald. AST-inspectie van src/services/web_lookup/synonym_service.py toont alleen JuridischeSynoniemService, wel get_synonyms_with_weights maar geen get_best_synonyms. Semantic-clusters.md en web_lookup_synoniemen.md herhalen de klassenaamtypefout.","Parse de immutable synonym_service.py met ast en inventariseer de class- en methodenamen: typo_class=False, get_best_synonyms=False en get_synonyms_with_weights=True. Het letterlijk kopiëren van het voorbeeld zou daardoor al bij import/attribuutopzoeking falen; een normale import is bovendien door de reeds bekende B017-001 import-time logfile-side-effect geblokkeerd en is niet als nieuw defect geteld.","Genereer de API-referentie uit de werkelijke publieke façade, vervang de klassenaam, documenteer thresholdfiltering via een werkelijk ondersteund contract of implementeer en test get_best_synonyms. Voeg executable doctests toe voor ieder voorbeeld en consolideer de drie overlappende synoniemdossiers.",verified,codex-hypatia,codex-kierkegaard
B180-003,P2,proven,developer_workflow,Canonieke toetsregelhandleiding start met een afwezig generator-script en levert een stil genegeerde validator-template,docs/technische-referentie/modules/TOETSREGELS_MODULE_GUIDE.md,29,102,"De handleiding schrijft cd src/toetsregels gevolgd door python create_regel_module.py voor (regels 29-40), maar src/toetsregels/create_regel_module.py ontbreekt. De handmatige template noemt class TEST01Validator (78), terwijl ModularToetsregelLoader voor TEST-01 uitsluitend create_validator, validate_test_01 of TEST_01Validator ontdekt (src/toetsregels/modular_loader.py:88-110). Bij geen match valt de loader stil terug op regexvalidatie (118-120), zodat geschreven customlogica niet wordt uitgevoerd. Regel 40 plaatst de template bovendien onder regels/ terwijl 19-27 validators/ als voorkeurslocatie noemt.","Controleer met git cat-file -e dat src/toetsregels/create_regel_module.py ontbreekt. Maak in een tijdelijke directory TEST-01.json plus validators/TEST_01.py met exact de gedocumenteerde TEST01Validator en laad die met ModularToetsregelLoader: documented_class_loaded=False en de fallback retourneert (False, 'Regel niet voldaan', 0.0) in plaats van de custom validator.","Herstel een geteste generator of verwijder het commando; laat templates exact create_validator of TEST_01Validator produceren in validators/. Laat onbekende Pythonmodules fail-loud in plaats van stil fallbacken en voeg een end-to-end authoringtest toe die genereert, laadt en bewezen de custom validate-methode uitvoert.",verified,codex-hypatia,codex-kierkegaard
B181-001,P2,proven,test_strategy,"Actieve canonieke EPIC-010-strategie claimt volledige security-, performance- en complianceflows die niet uitvoerbaar zijn",docs/testing/EPIC-010-test-strategy.md,28,100,"De current/active/canonical strategie presenteert 250+ tests en actieve unit-, integration-, performance-, compliance- en UI-suites (regels 28-100), met complete dekking als conclusie (307-332). De genoemde integration/test_context_flow_epic_cfr.py, performance/test_context_flow_performance.py en compliance/test_astra_nora_context_compliance.py ontbreken. Het gedocumenteerde unitpakket stopt bovendien bij collectie van test_us042_anders_option_fix.py met ModuleNotFoundError voor ui.components.context_selector, reeds als producttestprobleem B077-001 bekend. docs/INDEX.md:164 noemt deze strategie desondanks complete.",Controleer de drie suitepaden met git cat-file -e; elk ontbreekt. Voer credentialvrij PYTHONDONTWRITEBYTECODE=1 python -m pytest -p no:cacheprovider op de zes gedocumenteerde unitbestanden uit: collectie stopt op ModuleNotFoundError. Pytest --collect-only op de drie ontbrekende paden eindigt met 'file or directory not found'.,"Maak de strategie een gegenereerde inventaris van werkelijk verzamelde tests en markeer planned versus enforced expliciet. Herstel eerst B077-001, voeg echte offline integration/performance/compliancetests toe of verwijder de claims, en laat CI de in het document genoemde paden plus aantallen en markers op iedere wijziging valideren.",verified,codex-hypatia,codex-kierkegaard
B181-002,P2,proven,test_coverage,Actief golden-datasetcontract bestaat niet en de enige regressietest slaat daarom altijd over,docs/testing/golden-dataset-validation.md,1,36,"Het ACTIEVE document zegt dat data/testing/golden-dataset 100 referentiegevallen bevat voor regressie, benchmarks, contractcompliance en drift (regels 1-36), maar de hele directory ontbreekt. Ook snapshot-golden-dataset.sh, validate_golden_dataset.py en golden-dataset-check.yml uit regels 152-180 ontbreken. De gelijktijdig active/canonical BUSINESS_RULES.md:24-27 en 88-99 noemt in plaats daarvan tests/fixtures/golden_definitions.yaml als verplichte bron; ook die fixture ontbreekt. De enige gevonden contracttest tests/integration/contracts/test_golden_definitions_contract.py slaat dan expliciet over.","Voer git cat-file -e uit voor de datasetdirectory, beide scripts, de workflow en tests/fixtures/golden_definitions.yaml; alle vijf targets ontbreken. Draai PYTHONDONTWRITEBYTECODE=1 python -m pytest -p no:cacheprovider tests/integration/contracts/test_golden_definitions_contract.py -q: resultaat 1 skipped met reden 'golden_definitions.yaml fixture not found'.","Kies één canonieke, versiebeheerbare datasetlocatie en herstel gevalideerde cases met verwachte scores/violations. Laat ontbrekende of lege data de contracttest en CI-gate hard falen, implementeer drift- en snapshottools met integriteitschecks en genereer aantallen/versie uit de dataset in plaats van handmatig in documentatie.",verified,codex-hypatia,codex-kierkegaard
B181-003,P3,proven,analysis_integrity,Actief BDD-dekkingsrapport claimt niet-bestaande securitytests en resultaten,docs/testing/bdd-test-coverage-report.md,1,24,"Het als ACTIEF en HOOG gemarkeerde rapport claimt 100% securitydekking, Justice SSO, MFA, CSP, SQLMap en 156 geslaagde tests. De beschreven Behave- en pytestimplementaties ontbreken volledig en het rapport is sinds 2025-09-08 niet bijgewerkt. Er is geen inbound repositorycaller, waardoor de impact dormant/documentair is.",Resolveer de genoemde features/steps/requirements_steps.py en tests/test_smart_criteria.py case-sensitive in de base-tree; beide ontbreken. Zoek vervolgens naar een uitvoerbaar artefact voor de genoemde SSO/MFA/CSP/SQLMap-resultaten; er is geen bijbehorende suite of gepinde testoutput.,"Archiveer het document als onbewezen momentopname of genereer de cijfers uit werkelijk verzamelde tests. Neem commit, datum, commandolog en evidence op en laat ontbrekende suites de documentatiegate hard falen.",verified,codex-hypatia,codex-kierkegaard
B182-001,P2,proven,test_quality,Web-lookuptestsign-off rapporteert verdwenen suites als 129 groene tests,docs/testing/web-lookup-improvements-test-summary.md,5,444,"Het document verklaart 129/129 tests, circa 95% coverage en READY FOR INTEGRATION, maar alle vier opgegeven bewijsbestanden op regels 426-431 ontbreken in de immutable tree. De bijbehorende quick reference herhaalt dezelfde paden en het verwachte resultaat 129 passed op regels 5-20 en 384-393. De teststructuur is inmiddels verplaatst en opgesplitst; zo staat juridisch_ranker onder tests/unit/services/web_lookup en zijn er meerdere andere integratiesuites. Daardoor bewijst de gepubliceerde sign-off noch de huidige suite noch de genoemde coverage.","Voer vanuit base b958ddb de letterlijk gedocumenteerde opdracht `pytest tests/services/web_lookup/ tests/integration/test_improved_web_lookup.py -q` uit; pytest stopt met exitcode 4 omdat tests/services/web_lookup niet bestaat. `git cat-file -e` faalt tevens voor test_synonym_service.py, test_juridisch_ranker.py, test_improved_web_lookup.py en web_lookup_fixtures.py op de gedocumenteerde locaties.","Genereer testdocumentatie uit een gepinde pytest-collectie en coverage-artefact, vermeld commit en datum, verwijs uitsluitend naar actuele paden en laat CI de gedocumenteerde opdracht in een schone checkout uitvoeren; verwijder historische pass- en coveragetellingen zodra het bewijs niet meer reproduceerbaar is.",verified,codex-galileo,codex-hypatia
B182-002,P3,proven,accessibility,Zeven VALOR-tabs zijn muis-only en missen tabsemantiek en programmatische staat,docs/valor/valor-ontology-linked-data.html,25,699,"De zeven bedieningen zijn gewone div-elementen met alleen data-tab en een pointercursor; ze hebben geen button, role=tab, tabindex, aria-selected of aria-controls. Het script registreert uitsluitend click-events en kent geen keydown/keyup/keypress-handler. De panelen worden met display:none gewisseld zonder role=tabpanel of focusbeheer. Deze bronfeiten zijn bewezen; daadwerkelijke browser-, toetsenbord- en screenreaderinteractie is niet uitgevoerd en een base-treezoekactie vond geen caller of link naar dit losse HTML-bestand.","Parseer de immutable HTML en tel zeven `.tab`-divs, nul buttons en nul role/tabindex/aria-attributen; zoek de handlers op regels 694-699 en vind alleen `addEventListener('click', ...)`. Probeer de tabs vervolgens met Tab, Enter, Space en pijltjestoetsen in een offline browser; dat laatste is in deze read-only review niet uitgevoerd.","Gebruik native buttons en implementeer het ARIA-tabs-patroon met tablist/tab/tabpanel, aria-selected/aria-controls, roving tabindex en pijltjestoetsen; geef ieder gegenereerd diagram een toegankelijke naam of tekstalternatief en voeg keyboard-, axe- en screenreadertests toe als de pagina behouden blijft.",verified,codex-galileo,codex-hypatia
B182-003,P3,proven,accessibility,Kleine tekst op beide VALOR-pagina's haalt WCAG AA-contrast niet,docs/valor/valor-ontology-architecture.html,82,116,"Op de architectuurpagina wordt normale 0,85rem-koptekst #5c6bc0 op #1a1d27 weergegeven met contrast 3,46:1 en de 0,8rem-footer #555 op #0f1117 met 2,53:1; beide blijven onder 4,5:1. De companion linked-data-pagina gebruikt voor zijn 0,75rem-footer #484f58 op #0d1117, slechts 2,28:1. De kleurwaarden en berekeningen zijn bronmatig bewezen; browserzoom en visuele regressietests zijn niet uitgevoerd.","Bereken voor elk foreground/background-paar de WCAG-relatieve luminantie en `(Lmax+0.05)/(Lmin+0.05)`: de resultaten zijn respectievelijk 3,46, 2,53 en 2,28. Vergelijk ze met de AA-eis 4,5:1 voor normale tekst.","Vervang de gedempte tekstkleuren door design tokens die minimaal 4,5:1 halen op hun werkelijke achtergrond en voeg een geautomatiseerde contrastcontrole plus handmatige controle bij 200% zoom toe.",verified,codex-galileo,codex-hypatia
B183-001,P3,proven,documentation,Synoniemroadmap bouwt op een niet-bestaande updater en ongeldige SQLite-migratie,project-documentation/synonym-ux-analysis.md,394,500,"De roadmap noemt DB-naar-YAML-sync op regels 397 en 498 al geïmplementeerd in `YAMLConfigUpdater` en tekent `YAMLUpdater` als bestaand component, maar de immutable src- en testtree bevat geen definitie of verwijzing naar die klasse. Het voorgeschreven statement op regels 493-494 probeert bovendien twee kolommen in één SQLite `ADD COLUMN` toe te voegen; SQLite accepteert daar slechts één kolomdefinitie. Het document is een onbereikte productanalyse uit 2025, dus de impact is documentair/dormant.","Voer `git grep YAMLConfigUpdater b958ddb -- src tests` uit en krijg geen resultaat. Maak in SQLite een tabel synonym_suggestions en voer letterlijk `ALTER TABLE synonym_suggestions ADD COLUMN usage_count INTEGER DEFAULT 0, last_used TIMESTAMP` uit; sqlite3 geeft `OperationalError: near "","": syntax error`.","Markeer de roadmap als historisch voorstel of actualiseer hem tegen de DB-gebaseerde SynonymOrchestrator/registry-architectuur. Gebruik afzonderlijke idempotente migratiestappen per kolom, implementeer en test een expliciet synccontract voordat de tekst `already implemented` gebruikt, en maak documentvoorbeelden uitvoerbare migratietests.",verified,codex-galileo,codex-hypatia
B183-002,P3,proven,traceability,Geïmplementeerde DEF-244-PRD verwijst naar een niet-bestaande commit en testsuite,project-documentation/DEF-244-race-condition-requirements.md,5,5,"De statusregel pinnt implementatiecommit 481f5543, maar geen commit met die prefix bestaat in de repository. De werkelijke fixcommit is 0f57f9acd733f46ca777087de2032a22d525791c (`DEF-244: Fix race condition in ModularValidationService (#88)`). De post-fixopdracht verwijst op regel 326 tevens naar het afwezige tests/services/validation, terwijl de zeven regressietests onder tests/unit/services/test_modular_validation_race_condition.py staan. De implementatie zelf en die zeven tests zijn wel aanwezig en de gerichte test draaide groen; dit is dus een audit-/reproduceerbaarheidsdefect, geen onbewezen productieregressie.",Voer `git cat-file -e '481f5543^{commit}'` uit en krijg `Not a valid object name`; vergelijk met `git show -s 0f57f9ac`. Controleer beide testpaden met `git cat-file -e` en draai de actuele raceconditiontest: zeven tests slagen.,"Corrigeer de commit naar de volledige fix-SHA, vervang het testpad door de actuele suite en laat een documentatiegate alle status-SHA's en testcommando's tegen een schone immutable checkout verifiëren.",verified,codex-galileo,codex-hypatia
B184-001,P2,proven,privacy,Gearchiveerde screenshots bewaren persoonlijke browsermetadata in Git,docs/archief/bulk-archive-2025-08-18/screenshots/CleanShot 2025-08-11 at 10.46.31@2x.png,0,0,"Visuele inspectie van de immutable PNG toont in de browserbalk een gedeeltelijk persoonlijk Gmail-adres met inboxaantal, een tab over het aanvragen van een medicijnverklaring, YouTube-titels/aantallen en de persoonlijke GitHub-gebruikersnaam naast een private-repository-indicator. De companion screenshot met OID 232853365071b30d11881945be409e300bcdaaeb bewaart dezelfde inbox- en browsertabmetadata boven een localhost-app. Er zijn geen API-sleutels of volledige credentials gezien, maar de niet-functionele persoonsgegevens en mogelijk gevoelige browsecontext blijven permanent in de Git-historie; het pad is gearchiveerd en heeft geen runtimecaller.",Render blob ec71afd346782df093dca59e7cb54efb29d99bff rechtstreeks uit Git en bekijk de bovenste circa 200 pixels; herhaal voor blob 232853365071b30d11881945be409e300bcdaaeb. De genoemde browsermetadata staat buiten de eigenlijke applicatie-inhoud en is leesbaar zonder credentials.,"Vervang bewaarde UI-beelden door strak uitgesneden en geredigeerde screenshots zonder browserchrome, accountnamen of andere tabs; voeg een privacycheck aan het screenshotproces toe en beoordeel onder expliciete toestemming of historische Git-objecten met gevoelige context moeten worden herschreven.",verified,codex-galileo,codex-hypatia
B002-001,P2,proven,security,Branchnaam wordt als shellcode in de validatiestap geïnterpoleerd,.github/workflows/quality-gates.yml,112,125,"De pull_request-waarde github.head_ref wordt op regel 114 rechtstreeks binnen een dubbelgequote shelltoewijzing gerenderd. Een syntactisch geldige maar speciaal gevormde Git-ref liet in een geïsoleerde, onschadelijke rendercheck shellinhoud uitvoeren en beëindigde de stap met exit 0 voordat de regexvalidatie werd bereikt.",Render de gepinde run-sectie met een onschadelijke Git-geldige branchnaam die shellmetatekens bevat; voer uitsluitend in een geïsoleerde shell uit en assert dat de normale tekst 'Validating branch name' als eerste controle wordt bereikt zonder inhoud uit de branchnaam uit te voeren.,Geef github.head_ref via een step-level env-variabele door en behandel die in de shell uitsluitend als data; voeg een regressietest toe met ongebruikelijke geldige refnamen en eis dat iedere ongeldige conventienaam niet-nul eindigt.,verified,codex-kierkegaard,codex-hypatia
